"tab_inv_item.col_quantity","tab_inv_item.col_total","tab_inv.col_total","tab_inv.col_name","tab_inv.dt_invoice","tab_pers.col_bn","tab_pers.col_fn","tab_pers.col_sn","tab_pers.col_hn"
7,28,29,inv-0000000000000000000000000839,2018-05-10,0,"Wilburn","Merriman","Wilburn Merriman"
8,19,28,inv-0000000000000000000000000840,2018-01-17,1,"Carter","Romine","Carter Romine"
6,28,44,inv-0000000000000000000000000841,2018-03-26,14,"Rudolph","Falls","Rudolph Falls"
3,26,49,inv-0000000000000000000000000842,2018-01-22,9,"Tabor","West","Tabor West"
10,17,26,inv-0000000000000000000000000843,2016-10-13,9,"Tabor","West","Tabor West"
7,16,35,inv-0000000000000000000000000844,2017-05-10,5,"Tanner","Weston","Tanner Weston"
6,18,27,inv-0000000000000000000000000845,2019-02-05,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
9,6,16,inv-0000000000000000000000000846,2016-11-07,1,"Carter","Romine","Carter Romine"
3,20,39,inv-0000000000000000000000000847,2019-05-17,6,"Morton","Trescott","Morton Trescott"
2,4,21,inv-0000000000000000000000000848,2017-06-01,5,"Tanner","Weston","Tanner Weston"
6,22,2,inv-0000000000000000000000000849,2019-07-25,13,"Iverson","Crossnoe","Iverson Crossnoe"
9,7,46,inv-0000000000000000000000000850,2019-11-04,13,"Iverson","Crossnoe","Iverson Crossnoe"
6,14,38,inv-0000000000000000000000000851,2017-11-28,3,"Sawyer","Morehead","Sawyer Morehead"
4,9,25,inv-0000000000000000000000000852,2019-10-18,13,"Iverson","Crossnoe","Iverson Crossnoe"
5,17,3,inv-0000000000000000000000000853,2018-11-26,14,"Rudolph","Falls","Rudolph Falls"
2,22,1,inv-0000000000000000000000000854,2019-02-21,4,"Kavon","Shearman","Kavon Shearman"
1,13,45,inv-0000000000000000000000000855,2018-06-04,0,"Wilburn","Merriman","Wilburn Merriman"
3,4,40,inv-0000000000000000000000000856,2019-11-14,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
6,21,27,inv-0000000000000000000000000857,2017-10-18,2,"Verlin","Toney","Verlin Toney"
10,13,46,inv-0000000000000000000000000858,2019-10-11,6,"Morton","Trescott","Morton Trescott"
8,14,10,inv-0000000000000000000000000859,2017-09-12,3,"Sawyer","Morehead","Sawyer Morehead"
2,26,32,inv-0000000000000000000000000860,2019-01-18,0,"Wilburn","Merriman","Wilburn Merriman"
10,6,19,inv-0000000000000000000000000861,2019-10-24,2,"Verlin","Toney","Verlin Toney"
6,5,7,inv-0000000000000000000000000862,2019-06-28,2,"Verlin","Toney","Verlin Toney"
4,6,45,inv-0000000000000000000000000863,2018-01-16,6,"Morton","Trescott","Morton Trescott"
6,25,30,inv-0000000000000000000000000864,2018-01-02,9,"Tabor","West","Tabor West"
5,17,44,inv-0000000000000000000000000865,2018-06-27,6,"Morton","Trescott","Morton Trescott"
8,1,14,inv-0000000000000000000000000866,2017-04-12,3,"Sawyer","Morehead","Sawyer Morehead"
9,2,4,inv-0000000000000000000000000867,2018-01-04,8,"Rylan","Channel","Rylan Channel"
4,15,46,inv-0000000000000000000000000868,2019-08-30,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
5,29,31,inv-0000000000000000000000000869,2018-07-05,8,"Rylan","Channel","Rylan Channel"
1,8,20,inv-0000000000000000000000000870,2017-04-18,12,"Kavon","Burget","Kavon Burget"
4,22,6,inv-0000000000000000000000000871,2017-08-25,0,"Wilburn","Merriman","Wilburn Merriman"
9,29,8,inv-0000000000000000000000000872,2017-12-04,3,"Sawyer","Morehead","Sawyer Morehead"
2,23,47,inv-0000000000000000000000000873,2018-08-09,4,"Kavon","Shearman","Kavon Shearman"
6,4,3,inv-0000000000000000000000000874,2018-08-09,12,"Kavon","Burget","Kavon Burget"
1,3,33,inv-0000000000000000000000000875,2016-01-25,5,"Tanner","Weston","Tanner Weston"
3,25,15,inv-0000000000000000000000000876,2019-05-29,11,"Sedona","Strauss","Sedona Strauss"
9,19,47,inv-0000000000000000000000000877,2017-03-09,5,"Tanner","Weston","Tanner Weston"
7,20,6,inv-0000000000000000000000000878,2016-02-17,2,"Verlin","Toney","Verlin Toney"
7,24,10,inv-0000000000000000000000000879,2017-04-13,6,"Morton","Trescott","Morton Trescott"
1,30,31,inv-0000000000000000000000000880,2018-02-26,8,"Rylan","Channel","Rylan Channel"
10,8,31,inv-0000000000000000000000000881,2017-08-28,4,"Kavon","Shearman","Kavon Shearman"
6,11,45,inv-0000000000000000000000000882,2018-05-25,11,"Sedona","Strauss","Sedona Strauss"
3,9,15,inv-0000000000000000000000000883,2016-11-18,7,"Windell","Minot","Windell Minot"
8,23,39,inv-0000000000000000000000000884,2016-06-02,13,"Iverson","Crossnoe","Iverson Crossnoe"
2,17,25,inv-0000000000000000000000000885,2019-05-13,0,"Wilburn","Merriman","Wilburn Merriman"
9,10,4,inv-0000000000000000000000000886,2017-01-26,3,"Sawyer","Morehead","Sawyer Morehead"
10,13,19,inv-0000000000000000000000000887,2018-04-26,5,"Tanner","Weston","Tanner Weston"
9,13,4,inv-0000000000000000000000000888,2017-11-24,0,"Wilburn","Merriman","Wilburn Merriman"
7,5,35,inv-0000000000000000000000000889,2017-01-25,2,"Verlin","Toney","Verlin Toney"
6,27,19,inv-0000000000000000000000000890,2017-07-21,3,"Sawyer","Morehead","Sawyer Morehead"
5,17,10,inv-0000000000000000000000000891,2016-06-22,0,"Wilburn","Merriman","Wilburn Merriman"
6,15,26,inv-0000000000000000000000000892,2019-01-31,1,"Carter","Romine","Carter Romine"
4,18,6,inv-0000000000000000000000000893,2017-01-18,4,"Kavon","Shearman","Kavon Shearman"
9,21,48,inv-0000000000000000000000000894,2016-07-27,11,"Sedona","Strauss","Sedona Strauss"
9,22,16,inv-0000000000000000000000000895,2017-08-15,12,"Kavon","Burget","Kavon Burget"
8,17,15,inv-0000000000000000000000000896,2017-09-28,6,"Morton","Trescott","Morton Trescott"
6,25,1,inv-0000000000000000000000000897,2016-06-08,7,"Windell","Minot","Windell Minot"
7,21,40,inv-0000000000000000000000000898,2018-04-30,8,"Rylan","Channel","Rylan Channel"
3,12,39,inv-0000000000000000000000000899,2016-02-16,13,"Iverson","Crossnoe","Iverson Crossnoe"
1,16,18,inv-0000000000000000000000000900,2016-01-06,8,"Rylan","Channel","Rylan Channel"
7,26,21,inv-0000000000000000000000000901,2017-10-13,0,"Wilburn","Merriman","Wilburn Merriman"
1,6,4,inv-0000000000000000000000000902,2018-11-15,8,"Rylan","Channel","Rylan Channel"
10,29,50,inv-0000000000000000000000000903,2016-11-16,8,"Rylan","Channel","Rylan Channel"
1,11,49,inv-0000000000000000000000000904,2018-12-31,8,"Rylan","Channel","Rylan Channel"
5,19,28,inv-0000000000000000000000000905,2018-08-24,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
5,2,44,inv-0000000000000000000000000906,2017-11-08,9,"Tabor","West","Tabor West"
4,3,48,inv-0000000000000000000000000907,2017-08-08,14,"Rudolph","Falls","Rudolph Falls"
1,13,7,inv-0000000000000000000000000908,2019-02-28,11,"Sedona","Strauss","Sedona Strauss"
6,17,44,inv-0000000000000000000000000909,2016-04-15,4,"Kavon","Shearman","Kavon Shearman"
6,27,43,inv-0000000000000000000000000910,2017-08-08,9,"Tabor","West","Tabor West"
8,2,43,inv-0000000000000000000000000911,2016-10-31,1,"Carter","Romine","Carter Romine"
2,28,48,inv-0000000000000000000000000912,2017-06-28,6,"Morton","Trescott","Morton Trescott"
2,30,17,inv-0000000000000000000000000913,2016-12-23,8,"Rylan","Channel","Rylan Channel"
6,6,21,inv-0000000000000000000000000914,2016-09-05,8,"Rylan","Channel","Rylan Channel"
3,1,2,inv-0000000000000000000000000915,2016-12-26,1,"Carter","Romine","Carter Romine"
3,24,3,inv-0000000000000000000000000916,2018-03-27,11,"Sedona","Strauss","Sedona Strauss"
8,13,15,inv-0000000000000000000000000917,2017-06-27,2,"Verlin","Toney","Verlin Toney"
4,13,14,inv-0000000000000000000000000918,2017-05-11,12,"Kavon","Burget","Kavon Burget"
5,17,29,inv-0000000000000000000000000919,2017-02-27,0,"Wilburn","Merriman","Wilburn Merriman"
6,1,6,inv-0000000000000000000000000920,2016-12-06,12,"Kavon","Burget","Kavon Burget"
10,16,43,inv-0000000000000000000000000921,2016-03-24,11,"Sedona","Strauss","Sedona Strauss"
6,1,26,inv-0000000000000000000000000922,2019-11-05,8,"Rylan","Channel","Rylan Channel"
7,21,49,inv-0000000000000000000000000923,2019-10-16,7,"Windell","Minot","Windell Minot"
6,1,26,inv-0000000000000000000000000924,2019-12-05,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
6,11,19,inv-0000000000000000000000000925,2019-01-08,13,"Iverson","Crossnoe","Iverson Crossnoe"
9,8,15,inv-0000000000000000000000000926,2018-02-06,12,"Kavon","Burget","Kavon Burget"
1,10,7,inv-0000000000000000000000000927,2016-12-19,11,"Sedona","Strauss","Sedona Strauss"
1,19,50,inv-0000000000000000000000000928,2018-04-27,14,"Rudolph","Falls","Rudolph Falls"
9,28,15,inv-0000000000000000000000000929,2017-07-06,1,"Carter","Romine","Carter Romine"
10,7,27,inv-0000000000000000000000000930,2019-06-26,12,"Kavon","Burget","Kavon Burget"
5,13,21,inv-0000000000000000000000000931,2019-04-02,11,"Sedona","Strauss","Sedona Strauss"
10,9,49,inv-0000000000000000000000000932,2016-04-26,0,"Wilburn","Merriman","Wilburn Merriman"
3,11,15,inv-0000000000000000000000000933,2017-01-19,5,"Tanner","Weston","Tanner Weston"
5,7,36,inv-0000000000000000000000000934,2016-12-07,11,"Sedona","Strauss","Sedona Strauss"
5,27,14,inv-0000000000000000000000000935,2018-05-14,12,"Kavon","Burget","Kavon Burget"
3,30,30,inv-0000000000000000000000000936,2019-03-08,8,"Rylan","Channel","Rylan Channel"
4,20,44,inv-0000000000000000000000000937,2018-07-13,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
2,7,16,inv-0000000000000000000000000938,2018-07-24,11,"Sedona","Strauss","Sedona Strauss"
4,12,22,inv-0000000000000000000000000939,2018-10-08,12,"Kavon","Burget","Kavon Burget"
10,11,5,inv-0000000000000000000000000940,2017-08-11,14,"Rudolph","Falls","Rudolph Falls"
8,29,42,inv-0000000000000000000000000941,2017-07-06,5,"Tanner","Weston","Tanner Weston"
3,26,9,inv-0000000000000000000000000942,2018-12-21,1,"Carter","Romine","Carter Romine"
6,30,34,inv-0000000000000000000000000943,2016-01-20,12,"Kavon","Burget","Kavon Burget"
1,22,45,inv-0000000000000000000000000944,2017-06-09,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
4,24,44,inv-0000000000000000000000000945,2016-12-09,12,"Kavon","Burget","Kavon Burget"
6,11,10,inv-0000000000000000000000000946,2017-05-19,9,"Tabor","West","Tabor West"
1,18,17,inv-0000000000000000000000000947,2016-01-15,5,"Tanner","Weston","Tanner Weston"
9,14,48,inv-0000000000000000000000000948,2019-04-15,5,"Tanner","Weston","Tanner Weston"
1,16,15,inv-0000000000000000000000000949,2017-08-08,14,"Rudolph","Falls","Rudolph Falls"
8,4,27,inv-0000000000000000000000000950,2019-06-20,7,"Windell","Minot","Windell Minot"
2,15,12,inv-0000000000000000000000000951,2019-02-28,4,"Kavon","Shearman","Kavon Shearman"
9,10,44,inv-0000000000000000000000000952,2016-05-06,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
3,15,45,inv-0000000000000000000000000953,2016-08-23,4,"Kavon","Shearman","Kavon Shearman"
3,26,3,inv-0000000000000000000000000954,2016-06-06,9,"Tabor","West","Tabor West"
9,10,27,inv-0000000000000000000000000955,2019-02-11,14,"Rudolph","Falls","Rudolph Falls"
6,16,11,inv-0000000000000000000000000956,2016-12-28,4,"Kavon","Shearman","Kavon Shearman"
8,17,20,inv-0000000000000000000000000957,2016-12-23,9,"Tabor","West","Tabor West"
7,20,40,inv-0000000000000000000000000958,2017-10-26,1,"Carter","Romine","Carter Romine"
6,22,24,inv-0000000000000000000000000959,2017-04-18,8,"Rylan","Channel","Rylan Channel"
6,14,7,inv-0000000000000000000000000960,2018-06-18,9,"Tabor","West","Tabor West"
2,27,45,inv-0000000000000000000000000961,2019-05-27,5,"Tanner","Weston","Tanner Weston"
2,23,20,inv-0000000000000000000000000962,2019-10-22,14,"Rudolph","Falls","Rudolph Falls"
3,6,47,inv-0000000000000000000000000963,2016-11-09,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,18,22,inv-0000000000000000000000000964,2018-07-25,8,"Rylan","Channel","Rylan Channel"
2,20,3,inv-0000000000000000000000000965,2017-09-05,8,"Rylan","Channel","Rylan Channel"
4,26,2,inv-0000000000000000000000000966,2018-08-17,13,"Iverson","Crossnoe","Iverson Crossnoe"
10,20,17,inv-0000000000000000000000000967,2019-04-18,13,"Iverson","Crossnoe","Iverson Crossnoe"
9,27,26,inv-0000000000000000000000000968,2018-10-17,11,"Sedona","Strauss","Sedona Strauss"
5,20,19,inv-0000000000000000000000000969,2017-06-01,6,"Morton","Trescott","Morton Trescott"
9,5,15,inv-0000000000000000000000000970,2018-12-14,11,"Sedona","Strauss","Sedona Strauss"
10,8,11,inv-0000000000000000000000000971,2017-03-27,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,20,9,inv-0000000000000000000000000972,2019-04-12,6,"Morton","Trescott","Morton Trescott"
9,29,8,inv-0000000000000000000000000973,2018-02-06,3,"Sawyer","Morehead","Sawyer Morehead"
3,11,47,inv-0000000000000000000000000974,2016-04-21,8,"Rylan","Channel","Rylan Channel"
8,10,29,inv-0000000000000000000000000975,2019-06-17,9,"Tabor","West","Tabor West"
5,6,15,inv-0000000000000000000000000976,2018-09-04,7,"Windell","Minot","Windell Minot"
1,19,50,inv-0000000000000000000000000977,2019-05-10,1,"Carter","Romine","Carter Romine"
1,18,32,inv-0000000000000000000000000978,2016-02-10,1,"Carter","Romine","Carter Romine"
1,24,47,inv-0000000000000000000000000979,2018-09-03,5,"Tanner","Weston","Tanner Weston"
2,17,6,inv-0000000000000000000000000980,2019-01-03,11,"Sedona","Strauss","Sedona Strauss"
7,14,19,inv-0000000000000000000000000981,2016-12-12,5,"Tanner","Weston","Tanner Weston"
8,26,49,inv-0000000000000000000000000982,2016-10-25,9,"Tabor","West","Tabor West"
5,13,10,inv-0000000000000000000000000983,2017-03-21,7,"Windell","Minot","Windell Minot"
2,21,5,inv-0000000000000000000000000984,2017-12-13,9,"Tabor","West","Tabor West"
5,3,16,inv-0000000000000000000000000985,2017-03-01,6,"Morton","Trescott","Morton Trescott"
7,9,16,inv-0000000000000000000000000986,2016-08-05,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
5,13,34,inv-0000000000000000000000000987,2018-12-05,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
2,16,18,inv-0000000000000000000000000988,2017-10-12,6,"Morton","Trescott","Morton Trescott"
1,15,45,inv-0000000000000000000000000989,2019-08-23,0,"Wilburn","Merriman","Wilburn Merriman"
5,1,4,inv-0000000000000000000000000990,2016-09-16,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,4,28,inv-0000000000000000000000000991,2016-10-07,8,"Rylan","Channel","Rylan Channel"
10,6,15,inv-0000000000000000000000000992,2017-07-19,14,"Rudolph","Falls","Rudolph Falls"
7,22,40,inv-0000000000000000000000000993,2019-08-29,0,"Wilburn","Merriman","Wilburn Merriman"
1,4,23,inv-0000000000000000000000000994,2017-08-30,3,"Sawyer","Morehead","Sawyer Morehead"
5,25,41,inv-0000000000000000000000000995,2018-11-09,9,"Tabor","West","Tabor West"
8,18,29,inv-0000000000000000000000000996,2016-10-13,6,"Morton","Trescott","Morton Trescott"
10,6,10,inv-0000000000000000000000000997,2018-02-13,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
5,9,24,inv-0000000000000000000000000998,2018-07-24,2,"Verlin","Toney","Verlin Toney"
6,15,13,inv-0000000000000000000000000999,2018-12-26,0,"Wilburn","Merriman","Wilburn Merriman"
3,3,7,inv-0000000000000000000000001000,2019-10-31,1,"Carter","Romine","Carter Romine"
1,30,37,inv-0000000000000000000000001001,2017-11-02,14,"Rudolph","Falls","Rudolph Falls"
9,24,30,inv-0000000000000000000000001002,2018-12-06,9,"Tabor","West","Tabor West"
10,20,12,inv-0000000000000000000000001003,2018-12-27,14,"Rudolph","Falls","Rudolph Falls"
6,21,37,inv-0000000000000000000000001004,2018-10-24,6,"Morton","Trescott","Morton Trescott"
5,30,26,inv-0000000000000000000000001005,2016-06-07,2,"Verlin","Toney","Verlin Toney"
4,25,45,inv-0000000000000000000000001006,2018-12-06,7,"Windell","Minot","Windell Minot"
6,6,17,inv-0000000000000000000000001007,2016-06-08,9,"Tabor","West","Tabor West"
4,3,14,inv-0000000000000000000000001008,2018-04-20,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
2,14,34,inv-0000000000000000000000001009,2018-06-21,5,"Tanner","Weston","Tanner Weston"
1,2,4,inv-0000000000000000000000001010,2017-01-17,13,"Iverson","Crossnoe","Iverson Crossnoe"
4,8,48,inv-0000000000000000000000001011,2016-09-02,4,"Kavon","Shearman","Kavon Shearman"
4,21,8,inv-0000000000000000000000001012,2019-11-25,11,"Sedona","Strauss","Sedona Strauss"
10,16,21,inv-0000000000000000000000001013,2018-08-21,11,"Sedona","Strauss","Sedona Strauss"
10,13,31,inv-0000000000000000000000001014,2019-02-19,2,"Verlin","Toney","Verlin Toney"
4,8,26,inv-0000000000000000000000001015,2019-06-11,2,"Verlin","Toney","Verlin Toney"
6,11,46,inv-0000000000000000000000001016,2018-03-14,1,"Carter","Romine","Carter Romine"
4,24,37,inv-0000000000000000000000001017,2017-12-18,3,"Sawyer","Morehead","Sawyer Morehead"
5,17,32,inv-0000000000000000000000001018,2016-10-18,12,"Kavon","Burget","Kavon Burget"
3,6,8,inv-0000000000000000000000001019,2018-01-05,0,"Wilburn","Merriman","Wilburn Merriman"
6,12,43,inv-0000000000000000000000001020,2019-10-29,1,"Carter","Romine","Carter Romine"
5,29,16,inv-0000000000000000000000001021,2018-09-13,9,"Tabor","West","Tabor West"
9,16,10,inv-0000000000000000000000001022,2019-01-22,6,"Morton","Trescott","Morton Trescott"
8,11,9,inv-0000000000000000000000001023,2017-11-08,11,"Sedona","Strauss","Sedona Strauss"
7,8,14,inv-0000000000000000000000001024,2018-11-07,8,"Rylan","Channel","Rylan Channel"
1,16,7,inv-0000000000000000000000001025,2019-09-11,7,"Windell","Minot","Windell Minot"
9,1,1,inv-0000000000000000000000001026,2017-02-24,4,"Kavon","Shearman","Kavon Shearman"
1,28,26,inv-0000000000000000000000001027,2019-01-14,3,"Sawyer","Morehead","Sawyer Morehead"
7,21,44,inv-0000000000000000000000001028,2016-05-17,14,"Rudolph","Falls","Rudolph Falls"
2,25,32,inv-0000000000000000000000001029,2018-10-29,1,"Carter","Romine","Carter Romine"
9,12,2,inv-0000000000000000000000001030,2016-04-01,8,"Rylan","Channel","Rylan Channel"
10,26,2,inv-0000000000000000000000001031,2016-11-16,4,"Kavon","Shearman","Kavon Shearman"
8,26,40,inv-0000000000000000000000001032,2017-06-22,1,"Carter","Romine","Carter Romine"
4,9,24,inv-0000000000000000000000001033,2018-11-20,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
4,25,7,inv-0000000000000000000000001034,2019-03-25,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
1,7,46,inv-0000000000000000000000001035,2019-01-16,4,"Kavon","Shearman","Kavon Shearman"
5,14,9,inv-0000000000000000000000001036,2019-09-19,7,"Windell","Minot","Windell Minot"
10,21,6,inv-0000000000000000000000001037,2019-02-27,4,"Kavon","Shearman","Kavon Shearman"
9,26,19,inv-0000000000000000000000001038,2017-03-28,2,"Verlin","Toney","Verlin Toney"
4,5,28,inv-0000000000000000000000001039,2017-12-25,2,"Verlin","Toney","Verlin Toney"
3,22,49,inv-0000000000000000000000001040,2018-08-01,1,"Carter","Romine","Carter Romine"
6,27,36,inv-0000000000000000000000001041,2019-07-24,8,"Rylan","Channel","Rylan Channel"
2,19,28,inv-0000000000000000000000001042,2016-08-05,4,"Kavon","Shearman","Kavon Shearman"
5,3,16,inv-0000000000000000000000001043,2018-08-31,0,"Wilburn","Merriman","Wilburn Merriman"
5,19,4,inv-0000000000000000000000001044,2019-10-02,11,"Sedona","Strauss","Sedona Strauss"
8,27,42,inv-0000000000000000000000001045,2017-08-16,3,"Sawyer","Morehead","Sawyer Morehead"
7,28,10,inv-0000000000000000000000001046,2016-10-27,13,"Iverson","Crossnoe","Iverson Crossnoe"
3,20,18,inv-0000000000000000000000001047,2018-03-21,4,"Kavon","Shearman","Kavon Shearman"
9,16,17,inv-0000000000000000000000001048,2017-01-04,1,"Carter","Romine","Carter Romine"
8,23,42,inv-0000000000000000000000001049,2018-01-02,0,"Wilburn","Merriman","Wilburn Merriman"
7,23,26,inv-0000000000000000000000001050,2018-11-26,13,"Iverson","Crossnoe","Iverson Crossnoe"
6,29,41,inv-0000000000000000000000001051,2016-09-07,11,"Sedona","Strauss","Sedona Strauss"
8,18,5,inv-0000000000000000000000001052,2019-12-16,3,"Sawyer","Morehead","Sawyer Morehead"
6,27,42,inv-0000000000000000000000001053,2018-03-05,0,"Wilburn","Merriman","Wilburn Merriman"
6,12,28,inv-0000000000000000000000001054,2018-08-03,11,"Sedona","Strauss","Sedona Strauss"
1,2,35,inv-0000000000000000000000001055,2019-02-19,8,"Rylan","Channel","Rylan Channel"
4,5,17,inv-0000000000000000000000001056,2017-02-10,12,"Kavon","Burget","Kavon Burget"
8,11,39,inv-0000000000000000000000001057,2019-01-21,13,"Iverson","Crossnoe","Iverson Crossnoe"
5,4,21,inv-0000000000000000000000001058,2016-12-16,8,"Rylan","Channel","Rylan Channel"
6,29,11,inv-0000000000000000000000001059,2016-12-27,7,"Windell","Minot","Windell Minot"
7,24,16,inv-0000000000000000000000001060,2016-11-17,13,"Iverson","Crossnoe","Iverson Crossnoe"
3,12,38,inv-0000000000000000000000001061,2019-01-07,11,"Sedona","Strauss","Sedona Strauss"
6,19,33,inv-0000000000000000000000001062,2018-01-02,5,"Tanner","Weston","Tanner Weston"
8,19,16,inv-0000000000000000000000001063,2019-08-22,13,"Iverson","Crossnoe","Iverson Crossnoe"
5,19,36,inv-0000000000000000000000001064,2017-12-15,2,"Verlin","Toney","Verlin Toney"
7,12,14,inv-0000000000000000000000001065,2018-08-07,7,"Windell","Minot","Windell Minot"
4,9,4,inv-0000000000000000000000001066,2018-02-05,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
3,29,4,inv-0000000000000000000000001067,2017-03-14,5,"Tanner","Weston","Tanner Weston"
4,25,12,inv-0000000000000000000000001068,2018-05-24,7,"Windell","Minot","Windell Minot"
1,12,49,inv-0000000000000000000000001069,2017-03-09,11,"Sedona","Strauss","Sedona Strauss"
9,15,38,inv-0000000000000000000000001070,2017-05-26,5,"Tanner","Weston","Tanner Weston"
2,13,21,inv-0000000000000000000000001071,2018-12-06,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,6,31,inv-0000000000000000000000001072,2019-04-23,4,"Kavon","Shearman","Kavon Shearman"
9,17,6,inv-0000000000000000000000001073,2017-04-06,1,"Carter","Romine","Carter Romine"
7,13,3,inv-0000000000000000000000001074,2018-12-11,12,"Kavon","Burget","Kavon Burget"
2,24,41,inv-0000000000000000000000001075,2018-09-24,0,"Wilburn","Merriman","Wilburn Merriman"
5,19,31,inv-0000000000000000000000001076,2018-09-25,4,"Kavon","Shearman","Kavon Shearman"
10,6,7,inv-0000000000000000000000001077,2018-04-30,11,"Sedona","Strauss","Sedona Strauss"
2,1,25,inv-0000000000000000000000001078,2017-02-09,6,"Morton","Trescott","Morton Trescott"
10,1,6,inv-0000000000000000000000001079,2016-10-19,2,"Verlin","Toney","Verlin Toney"
1,10,15,inv-0000000000000000000000001080,2016-11-01,13,"Iverson","Crossnoe","Iverson Crossnoe"
10,17,41,inv-0000000000000000000000001081,2017-12-12,3,"Sawyer","Morehead","Sawyer Morehead"
4,9,47,inv-0000000000000000000000001082,2019-10-10,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,30,30,inv-0000000000000000000000001083,2018-03-06,7,"Windell","Minot","Windell Minot"
1,16,20,inv-0000000000000000000000001084,2016-09-01,14,"Rudolph","Falls","Rudolph Falls"
9,7,42,inv-0000000000000000000000001085,2018-01-23,1,"Carter","Romine","Carter Romine"
6,16,48,inv-0000000000000000000000001086,2018-03-21,7,"Windell","Minot","Windell Minot"
10,13,41,inv-0000000000000000000000001087,2018-02-26,4,"Kavon","Shearman","Kavon Shearman"
8,4,4,inv-0000000000000000000000001088,2019-04-18,9,"Tabor","West","Tabor West"
8,9,9,inv-0000000000000000000000001089,2018-02-21,0,"Wilburn","Merriman","Wilburn Merriman"
7,27,23,inv-0000000000000000000000001090,2018-06-29,3,"Sawyer","Morehead","Sawyer Morehead"
1,7,49,inv-0000000000000000000000001091,2016-06-13,5,"Tanner","Weston","Tanner Weston"
5,3,5,inv-0000000000000000000000001092,2016-03-15,12,"Kavon","Burget","Kavon Burget"
2,9,7,inv-0000000000000000000000001093,2018-07-23,1,"Carter","Romine","Carter Romine"
3,13,7,inv-0000000000000000000000001094,2019-01-02,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,6,1,inv-0000000000000000000000001095,2016-04-20,3,"Sawyer","Morehead","Sawyer Morehead"
2,15,38,inv-0000000000000000000000001096,2019-01-21,3,"Sawyer","Morehead","Sawyer Morehead"
10,23,17,inv-0000000000000000000000001097,2018-08-21,14,"Rudolph","Falls","Rudolph Falls"
1,15,16,inv-0000000000000000000000001098,2017-03-07,12,"Kavon","Burget","Kavon Burget"
6,28,20,inv-0000000000000000000000001099,2019-01-28,3,"Sawyer","Morehead","Sawyer Morehead"
1,22,34,inv-0000000000000000000000001100,2018-07-17,6,"Morton","Trescott","Morton Trescott"
5,6,31,inv-0000000000000000000000001101,2018-10-25,2,"Verlin","Toney","Verlin Toney"
10,4,12,inv-0000000000000000000000001102,2019-07-24,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,12,1,inv-0000000000000000000000001103,2017-05-01,13,"Iverson","Crossnoe","Iverson Crossnoe"
8,13,42,inv-0000000000000000000000001104,2016-10-12,7,"Windell","Minot","Windell Minot"
5,19,43,inv-0000000000000000000000001105,2016-12-01,8,"Rylan","Channel","Rylan Channel"
8,14,41,inv-0000000000000000000000001106,2017-10-04,2,"Verlin","Toney","Verlin Toney"
8,21,7,inv-0000000000000000000000001107,2018-08-20,0,"Wilburn","Merriman","Wilburn Merriman"
10,20,14,inv-0000000000000000000000001108,2018-07-16,14,"Rudolph","Falls","Rudolph Falls"
2,20,7,inv-0000000000000000000000001109,2016-04-05,5,"Tanner","Weston","Tanner Weston"
8,10,3,inv-0000000000000000000000001110,2016-02-03,14,"Rudolph","Falls","Rudolph Falls"
1,26,45,inv-0000000000000000000000001111,2016-04-11,0,"Wilburn","Merriman","Wilburn Merriman"
9,17,3,inv-0000000000000000000000001112,2018-11-09,7,"Windell","Minot","Windell Minot"
9,23,23,inv-0000000000000000000000001113,2017-11-16,3,"Sawyer","Morehead","Sawyer Morehead"
8,11,15,inv-0000000000000000000000001114,2016-08-29,14,"Rudolph","Falls","Rudolph Falls"
1,10,36,inv-0000000000000000000000001115,2018-05-18,11,"Sedona","Strauss","Sedona Strauss"
2,18,39,inv-0000000000000000000000001116,2016-07-19,11,"Sedona","Strauss","Sedona Strauss"
8,24,46,inv-0000000000000000000000001117,2018-02-19,0,"Wilburn","Merriman","Wilburn Merriman"
6,29,18,inv-0000000000000000000000001118,2019-07-10,9,"Tabor","West","Tabor West"
1,4,49,inv-0000000000000000000000001119,2018-10-10,14,"Rudolph","Falls","Rudolph Falls"
